listing_id,high,medium,low
7142618,0.046434585005,0.408372581005,0.545192837715
7210040,0.335653275251,0.354067742825,0.310278952122
7103890,0.0199090968817,0.0639160051942,0.916174888611
7143442,0.0208895727992,0.240113705397,0.738996684551
6860601,0.0207778997719,0.240395486355,0.7388266325
6840081,0.00156182679348,0.0576325729489,0.94080555439
6922337,0.0239480212331,0.32773989439,0.648312091827
6913616,0.0510318353772,0.553128182888,0.395840018988
6937820,0.0604152604938,0.350054234266,0.589530527592
6893933,0.0200379118323,0.247750654817,0.732211410999
6832604,0.00308327982202,0.0241392813623,0.972777426243
6915282,0.0379566736519,0.331891298294,0.630151987076
7127565,0.084121696651,0.452516585588,0.46336171031
6827899,0.00667996658012,0.0411570034921,0.952163040638
6934855,0.00351366307586,0.0762435942888,0.920242726803
6861826,0.00587410200387,0.0988002792001,0.895325601101
6871643,0.0749776884913,0.355256557465,0.569765806198
6842542,0.000259933149209,0.00847661495209,0.991263508797
6934145,0.00337597937323,0.0394179485738,0.957206010818
6829365,0.127670973539,0.399417668581,0.472911387682
7167858,0.0254780873656,0.244964018464,0.729557871819
6859483,0.01262957789,0.0908993929625,0.896471083164
6861377,0.0648437291384,0.284710139036,0.650446176529
6848960,0.167242065072,0.458048611879,0.374709367752
6918850,0.00571000995114,0.16768810153,0.826601862907
6916867,0.237950414419,0.530635416508,0.231414169073
6895840,0.0105899088085,0.161178931594,0.828231215477
6813539,0.430085510015,0.403095155954,0.166819289327
7116900,0.0925198197365,0.460696607828,0.446783572435
6890328,0.0413045585155,0.162513867021,0.796181559563
6879406,0.241858363152,0.10251404345,0.655627548695
6824924,0.070940643549,0.40039101243,0.528668344021
6911302,0.0192102454603,0.0665806084871,0.914209187031
6918742,0.234771579504,0.516382455826,0.248845934868
6910586,0.00652511790395,0.120616838336,0.872857987881
6821750,0.0114595051855,0.116456232965,0.872084259987
6860647,0.072205170989,0.451582103968,0.476212769747
6932873,0.0822696909308,0.517880141735,0.399850159883
6846053,0.00257352739573,0.0292160417885,0.968210399151
6940365,0.0278395432979,0.188470229506,0.783690214157
6931867,0.0357717759907,0.305140376091,0.659087836742
6876383,0.00727158877999,0.0484624542296,0.944266021252
6910980,0.0388215258718,0.253592014313,0.707586467266
6880877,0.0902906581759,0.281551361084,0.628157973289
6839552,0.211383938789,0.460622936487,0.327993094921
6838051,0.200684919953,0.533753216267,0.265561878681
6928201,0.69573444128,0.256918638945,0.0473469235003
6945608,0.0551488697529,0.479339718819,0.465511381626
6816147,0.036026250571,0.205767124891,0.758206665516
6868129,0.0364577919245,0.224114179611,0.739428043365
6849448,0.0307670626789,0.179006800056,0.790226101875
7113677,0.492881000042,0.353058516979,0.154060482979
6930856,0.00506469141692,0.110573671758,0.884361624718
6889594,0.135688006878,0.368443638086,0.495868355036
6842682,0.00391725590453,0.0544967018068,0.941586077213
6880366,0.125120207667,0.622227609158,0.252652168274
6835063,0.00703373784199,0.0773280411959,0.915638267994
6820479,0.547101974487,0.237530887127,0.215367168188
6882057,0.01227154769,0.116071105003,0.871657371521
6834440,0.0378650277853,0.39850217104,0.563632786274
6880846,0.00244764750823,0.0333090499043,0.964243292809
6847248,0.000322452746332,0.00870335288346,0.990974128246
6868368,0.00110060814768,0.0299784503877,0.968920886517
6943505,0.0150361238047,0.217461630702,0.767502248287
7174304,0.0036057359539,0.0359030179679,0.960491240025
6880747,0.0195057783276,0.127590835094,0.852903366089
6933565,0.0363947302103,0.34232416749,0.621281087399
6888511,0.00723085366189,0.0384014807642,0.954367637634
6942704,0.0773382633924,0.713509082794,0.20915260911
6840304,0.16491676867,0.447828501463,0.387254685163
6856860,0.00322710955516,0.0736745893955,0.923098325729
6884921,0.00124753639102,0.0194172877818,0.979335188866
6937417,0.00222662859596,0.0167916212231,0.980981707573
6831129,0.00542996963486,0.108875110745,0.885694921017
6936660,0.09554477036,0.439346432686,0.465108782053
6940667,0.0171192251146,0.14684689045,0.836033940315
7201307,0.000278158142464,0.00816415529698,0.991557717323
6825434,0.00803310889751,0.201632723212,0.790334224701
6848114,0.0216077584773,0.0722822546959,0.906110048294
6947758,0.841651141644,0.100382633507,0.0579662062228
6897002,0.182245060802,0.514473617077,0.303281337023
6926661,0.000923046085518,0.0223409645259,0.976735949516
6867411,0.0760458260775,0.435999214649,0.487955003977
6910154,0.0144908064976,0.214480102062,0.771029055119
7157900,0.0931749120355,0.45422744751,0.452597647905
6922324,0.0594917163253,0.358683884144,0.581824421883
6863068,0.00107103807386,0.0226120855659,0.976316809654
6912109,0.0169490743428,0.15737016499,0.825680732727
6918609,0.0964728817344,0.486802965403,0.416724234819
6889300,0.220435351133,0.446142405272,0.333422273397
6837794,0.0761117935181,0.311329603195,0.612558603287
6943098,0.394653528929,0.500345289707,0.105001121759
6927601,0.0772950202227,0.431931942701,0.490772992373
6897826,0.000952725822572,0.0156299248338,0.983417332172
6882892,0.00111901725177,0.0168667603284,0.982014238834
6873384,0.549177706242,0.328164964914,0.122657284141
6934693,0.00143737287726,0.0217872690409,0.976775348186
7224450,0.0163817387074,0.247448861599,0.736169457436
6898157,0.00147614674643,0.0212550852448,0.977268755436
6837355,0.000961112149525,0.0194651857018,0.979573726654
6830595,0.131106466055,0.361111462116,0.507782042027
6943561,0.260120630264,0.524569451809,0.215309932828
6844380,0.145464912057,0.495639652014,0.35889545083
6814286,0.0183922499418,0.181258812547,0.800348997116
6898520,0.133919626474,0.494237035513,0.371843278408
6940979,0.404713958502,0.404048323631,0.191237717867
6851090,0.121182858944,0.141007006168,0.737810134888
7107169,0.0133525012061,0.102540902793,0.884106636047
6830287,0.06190899387,0.19709636271,0.740994691849
6933575,0.0680435523391,0.406618565321,0.525337874889
6938972,0.122108966112,0.619101762772,0.258789241314
6888315,0.000459705188405,0.00820018630475,0.991340100765
6855106,0.015574160032,0.167180925608,0.817244887352
6838237,0.229414224625,0.414023220539,0.356562525034
6901024,0.211620986462,0.326643139124,0.461735844612
6846627,0.00413162540644,0.0584722571075,0.937396109104
7219857,0.000161010233569,0.0048461263068,0.994992911816
6852685,0.0507457517087,0.263276904821,0.685977339745
6831610,0.0348015241325,0.420129686594,0.545068800449
6943538,0.0930900648236,0.621067166328,0.285842716694
6911637,0.00159035809338,0.015662111342,0.982747495174
6854543,0.017673401162,0.0765443518758,0.905782282352
6940451,0.0503077805042,0.445557206869,0.504135012627
6819530,0.0594728253782,0.351435691118,0.589091420174
7093396,0.0173242390156,0.217392206192,0.76528352499
6840326,0.0044875969179,0.0899959802628,0.905516386032
6834204,0.00195606774651,0.0361133925617,0.961930572987
6902518,0.0688210055232,0.35697504878,0.574203968048
6930253,0.0301685202867,0.155125945807,0.814705491066
6828293,0.00103625329211,0.063276425004,0.935687303543
7203744,0.827917158604,0.14661771059,0.0254651140422
6816478,0.160005494952,0.289972066879,0.550022423267
6868890,0.0197098311037,0.123309709132,0.856980443001
6879338,0.0454688966274,0.376912802458,0.577618360519
6898532,0.0178583040833,0.162502974272,0.819638729095
6899965,0.00864817015827,0.0956457406282,0.895706057549
7133875,0.000707827683073,0.00878095068038,0.990511238575
6822218,0.023300414905,0.156332910061,0.820366680622
6814018,0.0692577958107,0.258966386318,0.671775758266
6896376,0.130156725645,0.356285154819,0.513558149338
6918670,0.133431941271,0.677088260651,0.189479798079
6867839,0.0013744259486,0.0138373365626,0.984788179398
6823554,0.00111645937432,0.0109599716961,0.987923562527
6934798,0.0105830337852,0.175751999021,0.813665032387
6820823,0.131942048669,0.479531019926,0.388526916504
6880212,0.0324757918715,0.145972058177,0.821552157402
6934814,0.00153098197188,0.0228471830487,0.975621819496
7254134,0.00520048104227,0.0444494709373,0.950350046158
6938303,0.350407391787,0.472367018461,0.177225574851
6813807,0.0160365682095,0.344448268414,0.639515161514
6878604,0.00116679188795,0.00190138246398,0.996931791306
6876763,0.000704137200955,0.00635287724435,0.992942988873
6844352,0.00386144965887,0.0940822064877,0.902056336403
6915939,0.0933381170034,0.236660912633,0.670000970364
7109370,0.0331759415567,0.183075025678,0.783749043941
6855445,0.0388922952116,0.29028531909,0.670822322369
6818668,0.0243766903877,0.28234192729,0.69328135252
6836527,0.000450741994428,0.00759189017117,0.991957426071
6831717,0.0151062142104,0.17482021451,0.81007361412
6937162,0.024004124105,0.242897316813,0.733098566532
6922876,0.00777768949047,0.144568830729,0.847653508186
7109482,0.0591627843678,0.442371398211,0.498465776443
6940972,0.0266041234136,0.310284286737,0.663111567497
6883790,0.0503974445164,0.287388086319,0.662214517593
6921643,0.0224044602364,0.266871511936,0.710723996162
6935700,0.00156211631838,0.0607729181647,0.937664985657
6827025,0.00865652598441,0.177248120308,0.814095377922
6943096,0.0180089827627,0.132710188627,0.849280774593
7161468,0.00167224428151,0.0210088416934,0.977318942547
6879610,0.0346282459795,0.143172904849,0.822198867798
6935762,0.0634677261114,0.244189158082,0.692343115807
6925042,0.0221269726753,0.134118244052,0.843754827976
7121050,0.027495265007,0.376564741135,0.595939993858
6821601,0.0200586766005,0.0787333771586,0.901207923889
6926810,0.00557972397655,0.14273801446,0.851682305336
6946532,0.00367651204579,0.0936916917562,0.902631819248
6875171,0.0609719119966,0.410879224539,0.528148889542
7096285,0.0834340900183,0.315037667751,0.601528227329
6812321,0.00196885294281,0.0231777708977,0.974853336811
6822697,0.232901364565,0.335254698992,0.431843936443
6941294,0.0037717637606,0.125751137733,0.87047713995
6873564,0.000401658995543,0.00706375716254,0.992534637451
6926791,0.0113957934082,0.229367762804,0.759236454964
7142444,0.539828419685,0.35360622406,0.106565326452
6878128,0.274480164051,0.505698204041,0.219821661711
6927428,0.0246411301196,0.231810241938,0.743548631668
6812674,0.00480308895931,0.0224779993296,0.972718894482
6881774,0.182959362864,0.287235289812,0.52980530262
7167797,0.00353703624569,0.0344087928534,0.962054133415
6865238,0.0936532095075,0.463734954596,0.442611813545
6841710,0.00495824497193,0.0368070080876,0.958234727383
6856334,0.0052496381104,0.074463121593,0.920287251472
6906462,0.00106144021265,0.032373316586,0.96656525135
6837438,0.0853966847062,0.299041807652,0.615561544895
6908277,0.233536109328,0.503293931484,0.263169974089
6841291,0.0068649253808,0.0325285084546,0.960606515408
6915178,0.0902163311839,0.475125938654,0.434657663107
6893031,0.169657349586,0.579577207565,0.250765472651
6894985,0.272821515799,0.576345980167,0.150832489133
6931134,0.0779807716608,0.348037332296,0.573981940746
6872264,0.234163895249,0.374080628157,0.391755521297
6816953,0.148675560951,0.654400706291,0.19692376256
7163518,0.267908036709,0.473835468292,0.258256524801
6893253,0.0110177882016,0.235112905502,0.753869354725
6943822,0.0151468198746,0.0924504026771,0.89240282774
6946313,0.0110575146973,0.128647908568,0.86029458046
6839443,0.0191865507513,0.122719757259,0.858093678951
6911338,0.024031188339,0.223343491554,0.752625286579
7223877,0.711162865162,0.18756917119,0.101268038154
6917884,0.00807338859886,0.223200932145,0.768725633621
6823126,0.00101689307485,0.0110166538507,0.987966477871
6939488,0.0510189831257,0.206592321396,0.742388725281
7196924,0.0054656160064,0.0429738871753,0.951560497284
6905685,0.00371710630134,0.0282433796674,0.96803945303
6894092,0.00337480357848,0.0422401316464,0.954385101795
6812181,0.00182502786629,0.0278994496912,0.970275521278
6854610,0.0411687679589,0.441980749369,0.516850471497
6873754,0.150738537312,0.476714938879,0.372546464205
6859181,0.925282537937,0.055596344173,0.0191210526973
6825402,0.00491039268672,0.0807339400053,0.914355695248
6819526,0.0112697752193,0.17517209053,0.813558161259
6896065,0.000771322287619,0.0260447319597,0.97318392992
6931793,0.0422796718776,0.335317283869,0.622403085232
6907360,0.0205418039113,0.253133356571,0.726324856281
6813182,0.0241464488208,0.0910336151719,0.884819924831
6823959,0.00768429832533,0.119980469346,0.872335195541
6942189,0.134100705385,0.373337328434,0.492561966181
6844384,0.103401392698,0.320812344551,0.575786232948
6836888,0.278521776199,0.430979967117,0.290498256683
6917844,0.0117600653321,0.100917294621,0.887322664261
6937842,0.0951675027609,0.765349924564,0.139482602477
6926917,0.0185122471303,0.271559208632,0.709928572178
7160740,0.0427442528307,0.165662959218,0.791592717171
6936310,0.0309787690639,0.312665700912,0.656355500221
6849109,0.250379800797,0.487771034241,0.261849224567
6831018,0.00041410146514,0.0126928454265,0.986893057823
6909842,0.00126023357734,0.0415088869631,0.95723092556
6861360,0.000847332878038,0.0202148966491,0.978937804699
6883414,0.0350289307535,0.20632623136,0.75864481926
6876026,0.0234150160104,0.152431234717,0.824153780937
7095390,0.00057176296832,0.0112963458523,0.98813188076
6932265,0.516561031342,0.368895828724,0.114543154836
6870949,0.0234028045088,0.217252865434,0.759344339371
6831335,0.0420993976295,0.275064080954,0.682836472988
